0.0	0.0	0.0	2.6	0.0	0.0	0.0	2.6	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	2.6	2.6	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0
2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	2.6	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	2.6	0.0	0.0	0.0	2.6
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	2.6	2.6
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.6	0.0	2.6	0.0	0.0
2.6	0.0	2.6	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.6	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0
0.0	2.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0
2.6	0.0	0.0	2.6	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	2.6	0.0	2.6	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	2.6	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6
0.0	2.6	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0
0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	2.6	0.0	0.0	0.0	2.6	0.0	0.0
0.0	0.0	0.0	0.0	2.6	2.6	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0
